IVCBF	Financial Services	Shell Companies
LUXHQ	Consumer Cyclical	Lodging
MBRFY	Consumer Defensive	Packaged Foods
PITEF	Industrials	Industrial Distribution
RVPH	Healthcare	Biotechnology
MOND	Consumer Cyclical	Travel Services
SDCCQ	Healthcare	Medical Instruments & Supplies
SGMOQ	Healthcare	Biotechnology
SLNAF	Consumer Cyclical	Resorts & Casinos
SNFI	Financial Services	Shell Companies
SYRS	Healthcare	Biotechnology
TSPH	Technology	Software - Application
XELA	Technology	Software - Application
PAA	Energy	Oil & Gas Midstream
PAGP	Energy	Oil & Gas Midstream
PATK	Consumer Cyclical	Recreational Vehicles
PAYP	Technology	Software - Infrastructure
PBLS	Healthcare	Biotechnology
PCYO	Utilities	Utilities - Regulated Water
PDLB	Financial Services	Banks - Regional
ASAIY	Consumer Defensive	Grocery Stores
AXICY	Utilities	Utilities - Renewable
PECO	Real Estate	REIT - Retail
PENN	Consumer Cyclical	Resorts & Casinos
PCT.US	Industrials	Pollution & Treatment Controls
PFG	Financial Services	Asset Management
PESI	Industrials	Waste Management
PHAT	Healthcare	Biotechnology
PGC	Financial Services	Banks - Regional
PI	Technology	Semiconductors
PKOH	Industrials	Specialty Industrial Machinery
PLCE	Consumer Cyclical	Apparel Manufacturing
PLRX	Healthcare	Biotechnology
PLTR	Technology	Software - Infrastructure
PLXS	Technology	Electronic Components
PNTG	Healthcare	Medical Care Facilities
POM	Healthcare	Pharmaceutical Retailers
NKGN	Healthcare	Biotechnology
PPC	Consumer Defensive	Packaged Foods
PR	Energy	Oil & Gas E&P
PRCH	Financial Services	Insurance - Property & Casualty
PRGS	Technology	Software - Infrastructure
PRME	Healthcare	Biotechnology
PRQR	Healthcare	Biotechnology
PRVA	Healthcare	Health Information Services
PSNY	Consumer Cyclical	Auto Manufacturers
PSKY	Communication Services	Entertainment
PUBM	Technology	Software - Application
PTLO	Consumer Cyclical	Restaurants
AB.PA	Healthcare	Drug Manufacturers - Specialty & Generic
PYPL	Financial Services	Credit Services
PTCT	Healthcare	Biotechnology
ACA.PA	Financial Services	Banks - Regional
AL2SI.PA	Technology	Computer Hardware
ADP.PA	Industrials	Airports & Air Services
AIR.PA	Industrials	Aerospace & Defense
ALATI.PA	Consumer Cyclical	Auto Parts
ALBLD.PA	Communication Services	Advertising Agencies
ALCJ.PA	Healthcare	Medical Instruments & Supplies
ALCBX.PA	Technology	Computer Hardware
ALCPB.PA	Technology	Software - Application
ALDAR.PA	Consumer Cyclical	Apparel Retail
POWI	Technology	Semiconductors
ALDLS.PA	Industrials	Staffing & Employment Services
ALDNE.PA	Communication Services	Electronic Gaming & Multimedia
ALEAC.PA	Industrials	Specialty Business Services
ALEMG.PA	Healthcare	Medical Distribution
ALERS.PA	Healthcare	Medical Devices
ALFLE.PA	Consumer Defensive	Packaged Foods
ALGAE.PA	Healthcare	Biotechnology
ABNX.PA	Healthcare	Biotechnology
ALGIL.PA	Consumer Cyclical	Packaging & Containers
ALAGP.PA	Utilities	Utilities - Renewable
ALHEX.PA	Consumer Cyclical	Residential Construction
ALHGR.PA	Basic Materials	Building Materials
ALBI.PA	Consumer Cyclical	Packaging & Containers
ALHRG.PA	Basic Materials	Building Materials
ALHYP.PA	Technology	Software - Infrastructure
ALBPS.PA	Healthcare	Biotechnology
ALINS.PA	Healthcare	Health Information Services
ALIKO.PA	Healthcare	Medical Devices
ALJXR.PA	Technology	Consumer Electronics
ALCOF.PA	Technology	Electronic Components
ALMIB.PA	Basic Materials	Agricultural Inputs
ALLIX.PA	Technology	Software - Infrastructure
ALKKO.PA	Consumer Defensive	Farm Products
ALLAN.PA	Consumer Defensive	Beverages - Wineries & Distilleries
ALMLB.PA	Consumer Cyclical	Furnishings, Fixtures & Appliances
ALNEV.PA	Healthcare	Biotechnology
ALNOV.PA	Healthcare	Medical Devices
ALORA.PA	Industrials	Electrical Equipment & Parts
ALPAU.PA	Consumer Defensive	Packaged Foods
ALODC.PA	Consumer Defensive	Food Distribution
ALNTG.PA	Technology	Communication Equipment
ALPVL.PA	Consumer Cyclical	Auto Parts
ALSGD.PA	Healthcare	Medical Devices
ALPM.PA	Industrials	Specialty Industrial Machinery
ALRIB.PA	Technology	Semiconductor Equipment & Materials
ALSPT.PA	Consumer Cyclical	Internet Retail
ALSTW.PA	Technology	Software - Application
ALFPC.PA	Consumer Cyclical	Recreational Vehicles
ALTD.PA	Industrials	Aerospace & Defense
ALTME.PA	Healthcare	Biotechnology
ALVAP.PA	Consumer Cyclical	Internet Retail
ALTPC.PA	Industrials	Infrastructure Operations
ALVIO.PA	Healthcare	Biotechnology
ALWF.PA	Industrials	Farm & Heavy Construction Machinery
ALUNI.PA	Communication Services	Advertising Agencies
ALXIL.PA	Communication Services	Entertainment
ANTIN.PA	Financial Services	Asset Management
ASY.PA	Industrials	Engineering & Construction
ATO.PA	Technology	Information Technology Services
AVT.PA	Technology	Communication Equipment
BASS.PA	Real Estate	Real Estate - Development
BIG.PA	Technology	Consumer Electronics
BN.PA	Consumer Defensive	Packaged Foods
BOL.PA	Communication Services	Entertainment
BUR.PA	Consumer Cyclical	Auto Parts
CAT31.PA	Financial Services	Banks - Regional
CAF.PA	Financial Services	Banks - Regional
CEN.PA	Industrials	Staffing & Employment Services
CCN.PA	Financial Services	Banks - Regional
CNDF.PA	Financial Services	Banks - Regional
COVH.PA	Real Estate	REIT - Hotel & Motel
CRBP2.PA	Financial Services	Banks - Regional
DBV.PA	Healthcare	Biotechnology
CRLO.PA	Financial Services	Banks - Regional
CS.PA	Financial Services	Insurance - Diversified
DG.PA	Industrials	Engineering & Construction
DSY.PA	Technology	Software - Application
EDEN.PA	Financial Services	Credit Services
ELIS.PA	Industrials	Specialty Business Services
EL.PA	Healthcare	Medical Instruments & Supplies
ENGI.PA	Utilities	Utilities - Diversified
ERA.PA	Basic Materials	Other Industrial Metals & Mining
EXA.PA	Industrials	Aerospace & Defense
FGA.PA	Industrials	Aerospace & Defense
EXPL.PA	Basic Materials	Specialty Chemicals
FNAC.PA	Consumer Cyclical	Specialty Retail
GAM.PA	Communication Services	Entertainment
GLE.PA	Financial Services	Banks - Regional
GEA.PA	Industrials	Business Equipment & Supplies
GUI.PA	Technology	Computer Hardware
HO.PA	Industrials	Aerospace & Defense
GPE.PA	Industrials	Waste Management
INEA.PA	Real Estate	Real Estate Services
IDIP.PA	Financial Services	Asset Management
IVA.PA	Healthcare	Biotechnology
IPN.PA	Healthcare	Drug Manufacturers - Specialty & Generic
LAT.PA	Industrials	Aerospace & Defense
KER.PA	Consumer Cyclical	Luxury Goods
LI.PA	Real Estate	REIT - Retail
LTA.PA		
MBWS.PA	Consumer Defensive	Beverages - Wineries & Distilleries
MEDCL.PA	Healthcare	Biotechnology
COH.PA	Technology	Software - Application
MF.PA	Financial Services	Asset Management
NACON.PA	Communication Services	Electronic Gaming & Multimedia
MMT.PA	Communication Services	Broadcasting
NEX.PA	Industrials	Electrical Equipment & Parts
NRG.PA	Communication Services	Broadcasting
ORA.PA	Communication Services	Telecom Services
PARP.PA	Consumer Cyclical	Resorts & Casinos
ODET.PA	Energy	Oil & Gas Midstream
PLNW.PA	Technology	Software - Application
POXEL.PA	Healthcare	Biotechnology
QDT.PA	Technology	Software - Application
RCO.PA	Consumer Defensive	Beverages - Wineries & Distilleries
RXL.PA	Technology	Electronics & Computer Distribution
RMS.PA	Consumer Cyclical	Luxury Goods
SAMS.PA	Industrials	Industrial Distribution
SBT.PA	Consumer Defensive	Beverages - Wineries & Distilleries
SIGHT.PA	Healthcare	Biotechnology
SDG.PA	Industrials	Staffing & Employment Services
SOI.PA	Technology	Semiconductor Equipment & Materials
SRP.PA	Consumer Cyclical	Internet Retail
STMPA.PA	Technology	Semiconductors
TKO.PA	Financial Services	Asset Management
TFF.PA	Consumer Cyclical	Packaging & Containers
VAC.PA	Consumer Cyclical	Lodging
SWP.PA	Technology	Software - Application
TTE.PA	Energy	Oil & Gas Integrated
VETO.PA	Healthcare	Drug Manufacturers - Specialty & Generic
LPE.PA	Consumer Defensive	Beverages - Wineries & Distilleries
VIRI.PA	Energy	Oil & Gas Equipment & Services
VMX.PA	Technology	Software - Infrastructure
VK.PA	Basic Materials	Steel
WAGA.PA	Industrials	Specialty Industrial Machinery
XFAB.PA	Technology	Semiconductors
QCRH	Financial Services	Banks - Regional
QSI	Healthcare	Medical Devices
QUIK	Technology	Semiconductors
RBC	Industrials	Tools & Accessories
PERR.PA	Industrials	Electrical Equipment & Parts
QNT.US	Technology	Software - Application
RCKT	Healthcare	Biotechnology
RDNT	Healthcare	Diagnostics & Research
RDZN	Technology	Software - Application
RELL	Technology	Electronic Components
REG	Real Estate	REIT - Retail
RGC	Healthcare	Drug Manufacturers - Specialty & Generic
RGTI	Technology	Computer Hardware
RGLD	Basic Materials	Gold
RENT	Consumer Cyclical	Apparel Retail
RIGL	Healthcare	Biotechnology
RIVN	Consumer Cyclical	Auto Manufacturers
RLMD	Healthcare	Biotechnology
RMR	Real Estate	Real Estate Services
RNW	Utilities	Utilities - Renewable
RPD	Technology	Software - Infrastructure
ROIV	Healthcare	Biotechnology
ROP	Technology	Software - Application
RR	Industrials	Specialty Industrial Machinery
RUBI	Industrials	Marine Shipping
RUSHA	Consumer Cyclical	Auto & Truck Dealerships
RWAY	Financial Services	Asset Management
RXT	Technology	Software - Infrastructure
RARE.US	Healthcare	Biotechnology
RZLT	Healthcare	Biotechnology
SAFT	Financial Services	Insurance - Property & Casualty
SAIC	Technology	Information Technology Services
SANA	Healthcare	Biotechnology
SBLK	Industrials	Marine Shipping
SDGR	Healthcare	Health Information Services
SCSC	Technology	Electronics & Computer Distribution
SBCF	Financial Services	Banks - Regional
SCHL	Communication Services	Publishing
SEIC	Financial Services	Asset Management
SERV	Industrials	Integrated Freight & Logistics
SFIX	Consumer Cyclical	Apparel Retail
SGHT	Healthcare	Medical Devices
SGP	Healthcare	Biotechnology
SHBI	Financial Services	Banks - Regional
SHIP	Industrials	Marine Shipping
SHOO	Consumer Cyclical	Footwear & Accessories
SIGA	Healthcare	Drug Manufacturers - Specialty & Generic
SIMO	Technology	Semiconductors
SKHY	Technology	Semiconductors
SLDE	Financial Services	Insurance - Property & Casualty
SKYW	Industrials	Airlines
SMCI	Technology	Computer Hardware
SLP	Healthcare	Health Information Services
SLM	Financial Services	Credit Services
SMTC	Technology	Semiconductors
SNDL	Consumer Defensive	Beverages - Wineries & Distilleries
SNGX	Healthcare	Biotechnology
SOFI	Financial Services	Credit Services
SOUN	Technology	Software - Application
SPT	Technology	Software - Application
SPFI	Financial Services	Banks - Regional
SPRC	Healthcare	Biotechnology
SRAD	Technology	Software - Application
SRRK	Healthcare	Biotechnology
STAA	Healthcare	Medical Instruments & Supplies
STGW	Communication Services	Advertising Agencies
STOK	Healthcare	Biotechnology
STLD	Basic Materials	Steel
SUPN	Healthcare	Drug Manufacturers - Specialty & Generic
SSP.US	Communication Services	Broadcasting
SVC	Real Estate	REIT - Hotel & Motel
STRL.US	Industrials	Engineering & Construction
STX.US	Technology	Computer Hardware
SWKS	Technology	Semiconductors
SIRI	Communication Services	Entertainment
AMBEA.ST	Healthcare	Medical Care Facilities
ADDTb.ST	Industrials	Industrial Distribution
ALIFb.ST	Healthcare	Medical Instruments & Supplies
ASSA-B.ST	Industrials	Security & Protection Services
ARJOb.ST	Healthcare	Medical Distribution
ATRLJb.ST	Real Estate	Real Estate - Development
BONEX.ST	Healthcare	Medical Instruments & Supplies
AXFO.ST	Consumer Defensive	Grocery Stores
BIOAb.ST	Healthcare	Biotechnology
BURE.ST	Financial Services	Asset Management
STRD	Technology	Software - Application
CATE.ST	Real Estate	Real Estate - Diversified
DOM.ST	Consumer Cyclical	Leisure
ENITY.ST	Financial Services	Mortgage Finance
SYM	Industrials	Specialty Industrial Machinery
EQT.ST	Financial Services	Asset Management
ELUXB.ST	Consumer Cyclical	Furnishings, Fixtures & Appliances
ESSITYB.ST	Consumer Defensive	Household & Personal Products
GETIB.ST	Healthcare	Medical Devices
INDT.ST	Industrials	Industrial Distribution
HPOLB.ST	Basic Materials	Specialty Chemicals
INTEAb.ST	Real Estate	Real Estate Services
IVSO.ST	Technology	Communication Equipment
LIAB.ST	Industrials	Building Products & Equipment
INVEB.ST	Financial Services	Asset Management
LUG.ST	Basic Materials	Gold
KINVB.ST	Financial Services	Asset Management
MCOVb.ST	Healthcare	Medical Care Facilities
BEIJb.ST	Industrials	Industrial Distribution
MIPS.ST	Consumer Cyclical	Leisure
NP3.ST	Real Estate	Real Estate Services
MTRS.ST	Industrials	Pollution & Treatment Controls
NIBEB.ST	Industrials	Building Products & Equipment
ORRON.ST	Utilities	Utilities - Renewable
HEM.ST	Communication Services	Internet Content & Information
NCCb.ST	Industrials	Engineering & Construction
SAVE.ST	Financial Services	Capital Markets
RAYb.ST	Healthcare	Health Information Services
SF.ST	Communication Services	Electronic Gaming & Multimedia
SAABB.ST	Industrials	Aerospace & Defense
SEB-A.ST	Financial Services	Banks - Regional
SKA-B.ST	Industrials	Engineering & Construction
THULE.ST	Consumer Cyclical	Leisure
SWECb.ST	Industrials	Engineering & Construction
SYSR.ST	Industrials	Building Products & Equipment
TRUEb.ST	Technology	Software - Application
SSABB.ST	Basic Materials	Steel
YUBICO.ST	Technology	Software - Infrastructure
VITb.ST	Technology	Software - Application
WALLb.ST	Real Estate	Real Estate Services
ABB.ASX	Communication Services	Telecom Services
AIA.ASX	Industrials	Airports & Air Services
SKISb.ST	Consumer Cyclical	Resorts & Casinos
ALQ.ASX	Industrials	Consulting Services
AMC.ASX	Consumer Cyclical	Packaging & Containers
ANZ.ASX	Financial Services	Banks - Diversified
ASX.ASX	Financial Services	Financial Data & Stock Exchanges
APE.ASX	Consumer Cyclical	Auto & Truck Dealerships
AZJ.ASX	Industrials	Railroads
BGA.ASX	Consumer Defensive	Packaged Foods
BMN.ASX	Energy	Uranium
BPT.ASX	Energy	Oil & Gas E&P
BSL.ASX	Basic Materials	Steel
BXB.ASX	Industrials	Specialty Business Services
CIP.ASX	Real Estate	REIT - Industrial
CMM.ASX	Basic Materials	Gold
CCP.ASX	Financial Services	Credit Services
CHC.ASX	Real Estate	REIT - Diversified
COH.ASX	Healthcare	Medical Devices
CQE.ASX	Real Estate	REIT - Specialty
CSL.ASX	Healthcare	Biotechnology
DRO.ASX	Industrials	Aerospace & Defense
CWY.ASX	Industrials	Waste Management
DMP.ASX	Consumer Cyclical	Restaurants
DVP.ASX	Basic Materials	Other Industrial Metals & Mining
ELD.ASX	Consumer Defensive	Farm Products
FLT.ASX	Consumer Cyclical	Travel Services
GMD.ASX	Basic Materials	Gold
GOZ.ASX	Real Estate	REIT - Office
HLI.ASX	Financial Services	Insurance - Specialty
IDX.ASX	Healthcare	Diagnostics & Research
HUB.ASX	Financial Services	Capital Markets
ILU.ASX	Basic Materials	Other Industrial Metals & Mining
IRE.ASX	Technology	Software - Application
KLS.ASX	Industrials	Railroads
JIN.ASX	Consumer Cyclical	Gambling
LYC.ASX	Basic Materials	Other Industrial Metals & Mining
LLC.ASX	Real Estate	Real Estate - Diversified
MGR.ASX	Real Estate	REIT - Diversified
MND.ASX	Industrials	Engineering & Construction
MQG.ASX	Financial Services	Capital Markets
NEC.ASX	Communication Services	Entertainment
EVN.ASX	Basic Materials	Gold
NAB.ASX	Financial Services	Banks - Diversified
NHF.ASX	Financial Services	Insurance - Specialty
NST.ASX	Basic Materials	Gold
NWH.ASX	Industrials	Conglomerates
PNV.ASX	Healthcare	Medical Devices
INA.ASX	Real Estate	REIT - Residential
PWH.ASX	Consumer Cyclical	Auto Parts
QBE.ASX	Financial Services	Insurance - Property & Casualty
REH.ASX	Industrials	Industrial Distribution
S32.ASX	Basic Materials	Other Industrial Metals & Mining
RMS.ASX	Basic Materials	Gold
RIC.ASX	Consumer Defensive	Packaged Foods
SDR.ASX	Technology	Software - Application
SGR.ASX	Consumer Cyclical	Resorts & Casinos
SGH.ASX		
SIQ.ASX	Industrials	Specialty Business Services
SOL.ASX	Financial Services	Capital Markets
SUL.ASX	Consumer Cyclical	Specialty Retail
ORI.ASX	Basic Materials	Specialty Chemicals
NXT.ASX	Technology	Information Technology Services
PME.ASX	Healthcare	Health Information Services
TAH.ASX	Consumer Cyclical	Gambling
TLS.ASX	Communication Services	Telecom Services
VNT.ASX	Industrials	Infrastructure Operations
TPG.ASX	Communication Services	Telecom Services
WAF.ASX	Basic Materials	Gold
WGX.ASX	Basic Materials	Gold
WDS.ASX	Energy	Oil & Gas E&P
TBBK	Financial Services	Banks - Regional
TBPH	Healthcare	Biotechnology
WTC.ASX	Technology	Software - Application
TCRX	Healthcare	Biotechnology
TEAD	Communication Services	Internet Content & Information
TCMD	Healthcare	Medical Devices
TECX	Healthcare	Biotechnology
TFIN	Financial Services	Banks - Regional
THRY	Technology	Software - Application
THFF	Financial Services	Banks - Regional
TEM.US	Healthcare	Health Information Services
TILE	Consumer Cyclical	Furnishings, Fixtures & Appliances
TMCR	Basic Materials	Other Industrial Metals & Mining
TLS	Technology	Software - Infrastructure
TNDM	Healthcare	Medical Devices
TORO	Energy	Oil & Gas Midstream
TONX	Technology	Software - Application
VAU.ASX	Basic Materials	Gold
TPST	Healthcare	Biotechnology
TRMB	Technology	Scientific & Technical Instruments
TRVI	Healthcare	Biotechnology
TRON	Consumer Cyclical	Leisure
TRST	Financial Services	Banks - Regional
TREE.US	Financial Services	Insurance Brokers
TSEM	Technology	Semiconductors
TTD	Communication Services	Advertising Agencies
TTMI	Technology	Electronic Components
TVTX	Healthcare	Biotechnology
TXG	Healthcare	Medical Devices
WOR.ASX	Energy	Oil & Gas Equipment & Services
TYRA	Healthcare	Biotechnology
YAL.ASX	Energy	Thermal Coal
TSLA.24-7	Consumer Cyclical	Auto Manufacturers
1605.T	Energy	Oil & Gas E&P
1802.T	Industrials	Engineering & Construction
1812.T	Industrials	Engineering & Construction
1963.T	Industrials	Engineering & Construction
2282.T	Consumer Defensive	Packaged Foods
2501.T	Consumer Defensive	Beverages - Brewers
285A.T	Technology	Semiconductors
3086.T	Consumer Cyclical	Department Stores
2768.T	Industrials	Conglomerates
3289.T	Real Estate	Real Estate - Diversified
3402.T	Consumer Cyclical	Textile Manufacturing
3861.T	Basic Materials	Paper & Paper Products
3436.T	Technology	Semiconductor Equipment & Materials
4061.T	Basic Materials	Chemicals
4151.T	Healthcare	Drug Manufacturers - Specialty & Generic
4385.T	Consumer Cyclical	Internet Retail
4208.T	Basic Materials	Specialty Chemicals
4503.T	Healthcare	Drug Manufacturers - General
4519.T	Healthcare	Drug Manufacturers - General
4568.T	Healthcare	Drug Manufacturers - General
4689.T	Consumer Cyclical	Internet Retail
4911.T	Consumer Defensive	Household & Personal Products
4755.T	Consumer Cyclical	Internet Retail
5101.T	Consumer Cyclical	Auto Parts
5214.T	Technology	Electronic Components
5332.T	Industrials	Building Products & Equipment
5406.T	Basic Materials	Steel
5631.T	Industrials	Specialty Industrial Machinery
6098.T	Communication Services	Internet Content & Information
5802.T	Consumer Cyclical	Auto Parts
5713.T	Basic Materials	Other Industrial Metals & Mining
6326.T	Industrials	Farm & Heavy Construction Machinery
6146.T	Technology	Semiconductor Equipment & Materials
6301.T	Industrials	Farm & Heavy Construction Machinery
6471.T	Consumer Cyclical	Auto Parts
6532.T	Industrials	Consulting Services
6479.T	Technology	Electronic Components
6504.T	Industrials	Electrical Equipment & Parts
6701.T	Technology	Information Technology Services
6724.T	Technology	Computer Hardware
6758.T	Technology	Consumer Electronics
6841.T	Industrials	Specialty Industrial Machinery
4021.T	Basic Materials	Chemicals
6902.T	Consumer Cyclical	Auto Parts
6954.T	Industrials	Specialty Industrial Machinery
6976.T	Technology	Electronic Components
7004.T	Industrials	Pollution & Treatment Controls
7013.T	Industrials	Specialty Industrial Machinery
7202.T	Consumer Cyclical	Auto Manufacturers
7261.T	Consumer Cyclical	Auto Manufacturers
7270.T	Consumer Cyclical	Auto Manufacturers
7741.T	Healthcare	Medical Instruments & Supplies
7731.T	Consumer Cyclical	Leisure
7832.T	Consumer Cyclical	Leisure
8002.T	Industrials	Conglomerates
7951.T	Consumer Cyclical	Leisure
8035.T	Technology	Semiconductor Equipment & Materials
8267.T	Consumer Cyclical	Department Stores
8591.T	Financial Services	Financial Conglomerates
8331.T	Financial Services	Banks - Regional
8630.T	Financial Services	Insurance - Property & Casualty
8308.T	Financial Services	Banks - Regional
8830.T	Real Estate	Real Estate Services
9007.T	Industrials	Railroads
9107.T	Industrials	Marine Shipping
9064.T	Industrials	Trucking
9020.T	Industrials	Railroads
9202.T	Industrials	Airlines
9434.T	Communication Services	Telecom Services
9843.T	Consumer Cyclical	Furnishings, Fixtures & Appliances
9503.T	Utilities	Utilities - Regulated Electric
9602.T	Communication Services	Entertainment
UAL	Industrials	Airlines
UEIC	Technology	Consumer Electronics
UFPT	Healthcare	Medical Devices
ULTA	Consumer Cyclical	Specialty Retail
ULBI	Industrials	Electrical Equipment & Parts
UPLD	Technology	Software - Application
UONE	Communication Services	Broadcasting
UPXI	Communication Services	Internet Content & Information
UROY	Energy	Uranium
USLM	Basic Materials	Building Materials
VC	Consumer Cyclical	Auto Parts
UVSP	Financial Services	Banks - Regional
VCYT	Healthcare	Diagnostics & Research
8233.T	Consumer Cyclical	Department Stores
VERA	Healthcare	Biotechnology
8750.T	Financial Services	Insurance - Life
VIAV	Technology	Communication Equipment
VIR	Healthcare	Biotechnology
VITL	Consumer Defensive	Farm Products
8801.T	Real Estate	Real Estate - Diversified
VLY	Financial Services	Banks - Regional
VRCA	Healthcare	Biotechnology
VNOM	Energy	Oil & Gas Midstream
VRSN	Technology	Software - Infrastructure
VTGN	Healthcare	Biotechnology
VRNS	Technology	Software - Infrastructure
VSEC	Industrials	Aerospace & Defense
VXRT	Healthcare	Biotechnology
WALD	Consumer Defensive	Household & Personal Products
WAY	Healthcare	Health Information Services
WBD	Communication Services	Entertainment
WFRD	Energy	Oil & Gas Equipment & Services
WDC	Technology	Computer Hardware
WHWK	Healthcare	Biotechnology
WERN	Industrials	Trucking
WING	Consumer Cyclical	Restaurants
WLDN	Industrials	Engineering & Construction
WLTH	Technology	Software - Application
WOOF	Consumer Cyclical	Specialty Retail
WSE	Technology	Information Technology Services
WT	Financial Services	Asset Management
WSBC	Financial Services	Banks - Regional
WULF	Financial Services	Capital Markets
XBP	Technology	Software - Infrastructure
WWD	Industrials	Aerospace & Defense
XENE	Healthcare	Biotechnology
XNCR	Healthcare	Biotechnology
XOS	Industrials	Farm & Heavy Construction Machinery
XPON	Industrials	Electrical Equipment & Parts
XRXDW		
XXII	Consumer Defensive	Tobacco
ZD	Communication Services	Advertising Agencies
Z	Communication Services	Internet Content & Information
ZJYL	Healthcare	Medical Instruments & Supplies
ZNTL	Healthcare	Biotechnology
ZURA	Healthcare	Biotechnology
ALC.ZU	Healthcare	Medical Instruments & Supplies
ABBN.ZU	Industrials	Electrical Equipment & Parts
AVOL.ZU	Consumer Cyclical	Specialty Retail
BEAN.ZU	Industrials	Building Products & Equipment
CLN.ZU	Basic Materials	Specialty Chemicals
GALE.ZU	Healthcare	Medical Distribution
EMSN.ZU	Basic Materials	Specialty Chemicals
HOLN.ZU	Basic Materials	Building Materials
NESN.ZU	Consumer Defensive	Packaged Foods
PGHN.ZU	Financial Services	Asset Management
LISN.ZU	Consumer Defensive	Confectioners
ROP.ZU	Healthcare	Drug Manufacturers - General
SDZ.ZU	Healthcare	Drug Manufacturers - Specialty & Generic
SLHN.ZU	Financial Services	Insurance - Diversified
SPSN.ZU	Real Estate	Real Estate - Diversified
SREN.ZU	Financial Services	Insurance - Reinsurance
TEMN.ZU	Technology	Software - Application
VACN.ZU	Industrials	Specialty Industrial Machinery
ABTC	Financial Services	Capital Markets
AAL	Industrials	Airlines
ACB	Healthcare	Drug Manufacturers - Specialty & Generic
ACMR	Technology	Semiconductor Equipment & Materials
ACIW	Technology	Software - Infrastructure
ACGL	Financial Services	Insurance - Diversified
ABAT	Industrials	Waste Management
ABNB	Consumer Cyclical	Travel Services
ADEA	Technology	Software - Application
ACTG	Industrials	Business Equipment & Supplies
AFCG	Financial Services	Asset Management
ADP	Technology	Software - Application
AEP	Utilities	Utilities - Regulated Electric
ADTN	Technology	Communication Equipment
AGEN	Healthcare	Biotechnology
AGMH	Technology	Computer Hardware
AGYS	Technology	Software - Application
AIHS	Industrials	Rental & Leasing Services
AIRE	Real Estate	Real Estate Services
AKTS	Healthcare	Biotechnology
ALDX	Healthcare	Biotechnology
AKAM	Technology	Software - Infrastructure
ALGN	Healthcare	Medical Instruments & Supplies
ALKS	Healthcare	Drug Manufacturers - Specialty & Generic
ALRS	Financial Services	Banks - Regional
AMCI	Technology	Computer Hardware
ALVO	Healthcare	Drug Manufacturers - Specialty & Generic
AMAT	Technology	Semiconductor Equipment & Materials
ALNT	Technology	Electronic Components
AMGN	Healthcare	Drug Manufacturers - General
AMSF	Financial Services	Insurance - Specialty
AMPH	Healthcare	Drug Manufacturers - Specialty & Generic
ANGO	Healthcare	Medical Instruments & Supplies
ANAB	Healthcare	Biotechnology
ANNX	Healthcare	Biotechnology
AOSL	Technology	Semiconductors
APEI	Consumer Defensive	Education & Training Services
APMD	Healthcare	Biotechnology
APLD	Technology	Information Technology Services
AQST	Healthcare	Drug Manufacturers - Specialty & Generic
ARGX	Healthcare	Biotechnology
APPF	Technology	Software - Application
ALLT.US	Technology	Software - Infrastructure
ARM	Technology	Semiconductors
ARCC	Financial Services	Asset Management
ARQT	Healthcare	Biotechnology
ARVN	Healthcare	Biotechnology
ASLE	Industrials	Airports & Air Services
ASST	Financial Services	Asset Management
ASTS	Technology	Communication Equipment
ASO	Consumer Cyclical	Specialty Retail
ATAT	Consumer Cyclical	Lodging
ATLC	Financial Services	Credit Services
ATRO	Industrials	Aerospace & Defense
AVIR	Healthcare	Biotechnology
AVAH	Healthcare	Medical Care Facilities
AUR	Consumer Cyclical	Auto Parts
ATOM.US	Technology	Semiconductor Equipment & Materials
AVO	Consumer Defensive	Food Distribution
AXSM	Healthcare	Biotechnology
AVXL	Healthcare	Biotechnology
AZTA	Healthcare	Medical Instruments & Supplies
AUDC.US	Technology	Communication Equipment
ADYEN.NV	Technology	Software - Infrastructure
AVTX.NV	Basic Materials	Specialty Chemicals
ALFEN.NV	Industrials	Electrical Equipment & Parts
ASM.NV	Technology	Semiconductor Equipment & Materials
CTPNV.NV	Real Estate	Real Estate - Development
BESI.NV	Technology	Semiconductor Equipment & Materials
AALB.NV	Industrials	Specialty Industrial Machinery
CCEP.NV	Consumer Defensive	Beverages - Non-Alcoholic
ECMPA.NV	Real Estate	REIT - Retail
FFARM.NV	Consumer Defensive	Packaged Foods
IMCD.NV	Basic Materials	Specialty Chemicals
HAL.NV	Financial Services	Asset Management
MORE.NV	Industrials	Staffing & Employment Services
LIGHT.NV	Industrials	Electrical Equipment & Parts
HEIJM.NV	Industrials	Engineering & Construction
OCI.NV	Basic Materials	Agricultural Inputs
NEDAP.NV	Technology	Information Technology Services
THEON.NV	Industrials	Aerospace & Defense
NRP.NV	Real Estate	Real Estate - Diversified
PHIA.NV	Healthcare	Medical Devices
SBMO.NV	Energy	Oil & Gas Equipment & Services
TWEKA.NV	Technology	Communication Equipment
RAND.NV	Industrials	Staffing & Employment Services
VVY.NV	Healthcare	Biotechnology
BBNX	Healthcare	Medical Devices
BANR	Financial Services	Banks - Regional
BCPC	Basic Materials	Specialty Chemicals
BEEM	Technology	Solar
BCYC	Healthcare	Biotechnology
BFC	Financial Services	Banks - Regional
BHF	Financial Services	Insurance - Life
VALUE.NV	Financial Services	Asset Management
BIIB	Healthcare	Drug Manufacturers - General
BKKT	Technology	Software - Infrastructure
BL	Technology	Software - Application
